Age,Gender,NPS,ChurnLabel,PurchaseFrequency,PurchaseValue,SubscriptionPlan,WebsitePageViews,WebsiteTimeSpent,EngagementMetricsLogins,EngagementMetricsFrequency,FeedbackRating,MarketingCommunicationNoOfEmails,MarketingCommunicationOpenClickDiff,MarketingCommunicationSentOpenDiff,ServiceInteractions_Call,ServiceInteractions_Email,ServiceInteractions_Chat,PaymentHistoryNoOfLatePayments,ClickstreamData_Click,ClickstreamData_Add to Cart,ClickstreamData_Search,SubscriptionDuration,FirstInteractionDate,LastInteractionDate,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
20,1,8,0,8,604.06,4,78,63,29,2,5,2,49.0,39.0,4,2,3,9,11,9,10,693,2019-04-02,2022-04-02,272,232,604.06,1,2,1,4,Lost
18,0,2,1,13,1263.88,12,6,27,28,0,5,9,59.0,443.0,16,21,16,61,22,12,16,31,2019-01-03,2022-12-14,16,364,1263.88,5,3,2,10,Loyal
70,1,9,0,21,2873.23,10,5,94,20,0,2,10,4.0,441.0,3,5,2,9,4,4,2,7,2019-02-18,2021-11-22,403,420,2873.23,1,3,3,7,At_Risk
50,0,2,1,44,3269.88,5,4,12,12,2,3,5,704.0,418.0,16,12,17,80,8,9,12,76,2019-01-02,2022-12-05,25,528,3269.88,4,4,4,12,Loyal
52,0,0,1,61,4908.67,18,61,9,24,1,2,2,11.0,769.0,21,12,18,76,13,16,15,383,2019-01-19,2022-12-02,28,1464,4908.67,4,5,5,14,Premium
56,0,2,1,7,1059.19,19,85,16,20,1,1,2,41.0,913.0,11,10,12,93,12,13,16,908,2019-01-21,2022-07-05,178,140,1059.19,2,2,1,5,Lost
20,1,6,0,45,4969.45,14,65,11,23,0,2,9,2.0,36.0,3,3,2,5,9,2,8,217,2019-01-18,2022-12-27,3,1035,4969.45,5,5,5,15,Premium
26,0,6,0,70,4613.59,8,88,47,21,2,1,10,221.0,99.0,2,3,2,5,12,11,12,79,2019-01-07,2022-08-03,149,1470,4613.59,2,5,5,12,Loyal
68,1,0,1,23,1854.13,9,5,20,27,1,2,6,5.0,528.0,5,6,4,80,8,19,12,229,2019-01-14,2022-12-23,7,621,1854.13,5,4,2,11,Loyal
28,0,2,0,32,2142.7,10,88,46,24,0,1,10,258.0,865.0,4,1,2,5,7,5,6,125,2019-01-29,2021-08-24,493,768,2142.7,1,4,2,7,At_Risk
70,0,1,1,47,3516.9,4,37,12,15,1,2,8,147.0,388.0,15,15,19,84,10,12,15,30,2019-01-05,2022-12-20,10,705,3516.9,5,4,4,13,Loyal
58,1,9,0,8,757.84,2,89,94,26,1,1,1,93.0,93.0,2,7,8,12,9,9,7,50,2019-03-23,2022-11-01,59,208,757.84,3,2,1,6,At_Risk
36,0,1,1,32,3021.43,12,19,20,27,1,1,7,96.0,127.0,12,7,12,88,14,19,13,67,2019-03-21,2022-11-23,37,864,3021.43,4,5,3,12,Loyal
55,0,6,0,5,373.88,15,34,50,15,2,1,5,67.0,259.0,3,5,3,10,7,4,2,445,2019-08-28,2022-07-07,176,75,373.88,2,1,1,4,Lost
18,1,2,0,10,616.01,14,95,72,26,2,1,3,515.0,278.0,6,5,5,10,10,11,13,87,2019-02-06,2022-11-22,38,260,616.01,4,3,1,8,At_Risk
33,1,3,1,6,588.73,9,4,9,28,1,4,7,132.0,760.0,6,8,11,49,8,6,13,297,2019-02-09,2022-11-12,48,168,588.73,3,2,1,6,At_Risk
50,0,2,0,18,2322.02,3,84,83,5,2,1,1,18.0,22.0,2,1,2,0,7,3,3,145,2019-08-15,2022-10-18,73,90,2322.02,3,1,3,7,At_Risk
28,1,5,0,42,4648.15,8,49,56,1,1,4,5,86.0,656.0,3,4,6,9,4,7,5,20,2019-01-16,2022-10-08,83,42,4648.15,3,1,5,9,At_Risk
65,1,0,1,56,2636.41,15,36,13,29,0,5,7,23.0,432.0,9,4,9,58,19,14,11,140,2019-04-14,2022-11-28,32,1624,2636.41,4,5,3,12,Loyal
45,1,2,1,45,4543.44,5,57,28,7,0,1,9,441.0,251.0,15,12,9,63,3,7,2,183,2019-01-20,2022-11-23,37,315,4543.44,4,3,5,12,Loyal
68,1,8,0,36,3156.58,11,25,91,5,0,2,8,3.0,19.0,1,0,0,8,16,14,10,9,2019-07-30,2019-07-30,1249,180,3156.58,1,2,3,6,At_Risk
53,1,3,0,8,258.3,10,94,50,27,2,3,7,25.0,99.0,0,1,0,8,9,9,9,40,2019-07-22,2019-07-22,1257,216,258.3,1,2,1,4,Lost
65,0,3,0,29,1935.25,2,36,72,14,0,3,10,76.0,1031.0,2,4,3,4,10,14,14,523,2019-01-03,2022-11-28,32,406,1935.25,4,3,2,9,At_Risk
48,1,0,0,7,1383.52,2,8,31,15,1,2,3,7.0,1424.0,3,4,10,5,8,8,13,110,2019-03-02,2022-05-09,235,105,1383.52,1,1,2,4,Lost
24,0,2,1,15,1294.67,9,82,8,28,0,4,7,36.0,1057.0,13,15,23,61,2,4,6,35,2019-01-07,2022-12-03,27,420,1294.67,4,3,2,9,At_Risk
33,1,3,1,17,1442.17,2,100,18,18,2,2,5,25.0,82.0,10,4,12,53,8,9,4,661,2019-05-05,2022-12-26,4,306,1442.17,5,3,2,10,Loyal
62,1,5,0,69,6439.54,13,87,23,6,1,1,1,79.0,525.0,6,7,4,8,13,9,14,170,2019-01-07,2022-11-30,30,414,6439.54,4,3,5,12,Loyal
19,1,3,0,43,2189.9,1,44,29,7,1,4,7,197.0,500.0,4,3,12,12,11,17,18,1076,2019-03-07,2022-12-16,14,301,2189.9,5,3,2,10,Loyal
47,0,0,1,41,3966.65,18,74,28,1,2,5,8,355.0,407.0,8,11,12,63,4,3,1,1062,2019-01-13,2022-11-21,39,41,3966.65,4,1,4,9,At_Risk
28,0,2,1,28,4776.95,19,54,12,22,1,5,9,86.0,29.0,4,3,3,47,1,4,0,3,2019-01-07,2022-12-10,20,616,4776.95,4,4,5,13,Loyal
42,1,6,0,45,3947.37,8,8,43,1,0,2,6,71.0,648.0,3,1,1,9,9,10,9,1064,2019-07-09,2022-06-27,186,45,3947.37,2,1,4,7,At_Risk
43,0,2,1,34,2987.75,6,38,22,18,2,1,8,47.0,614.0,12,12,9,96,12,11,11,275,2019-02-08,2022-06-18,195,612,2987.75,2,4,3,9,At_Risk
40,1,1,0,62,5218.97,3,80,33,16,0,1,8,123.0,75.0,1,1,3,7,18,14,16,132,2019-02-06,2022-08-04,148,992,5218.97,2,5,5,12,Loyal
44,1,9,0,27,3195.7200000000003,2,12,19,27,1,4,2,2.0,1114.0,6,3,6,7,1,4,4,747,2019-01-20,2022-09-23,98,729,3195.7200000000003,2,4,3,9,At_Risk
24,1,3,1,31,1942.22,9,86,34,7,2,4,8,113.0,926.0,2,5,2,37,5,6,4,175,2019-01-21,2022-06-22,191,217,1942.22,2,2,2,6,At_Risk
48,0,3,1,32,2555.42,19,32,18,4,0,1,7,264.0,766.0,16,18,11,22,11,9,11,201,2019-02-26,2022-10-15,76,128,2555.42,3,2,3,8,At_Risk
66,1,3,1,58,4220.38,13,91,26,23,1,4,7,143.0,317.0,10,12,15,57,6,3,5,18,2019-01-05,2022-11-30,30,1334,4220.38,4,5,4,13,Loyal
36,0,2,0,37,3035.52,2,62,66,9,2,1,1,286.0,674.0,2,1,0,7,19,7,14,384,2019-12-05,2022-04-24,250,333,3035.52,1,3,3,7,At_Risk
21,0,0,1,39,3409.4700000000003,19,14,29,24,0,1,4,246.0,179.0,8,21,18,64,12,14,5,23,2019-01-17,2022-11-05,55,936,3409.4700000000003,3,5,4,12,Loyal
28,1,7,0,5,1472.92,15,79,59,9,2,4,8,36.0,253.0,5,5,2,6,9,12,6,303,2019-02-19,2022-11-05,55,45,1472.92,3,1,2,6,At_Risk
60,0,0,1,49,3199.5,19,66,19,23,2,3,3,73.0,94.0,22,12,20,70,11,8,10,235,2019-03-08,2022-11-18,42,1127,3199.5,4,5,3,12,Loyal
26,1,0,0,25,1666.3000000000002,0,70,103,18,0,5,10,17.0,13.0,3,6,3,11,7,6,9,556,2019-05-10,2022-12-13,17,450,1666.3000000000002,5,3,2,10,Loyal
22,1,1,1,35,5735.14,18,82,4,4,1,1,8,13.0,1295.0,17,15,18,36,8,7,10,394,2019-01-05,2022-12-22,8,140,5735.14,5,2,5,12,Loyal
51,0,1,0,64,3796.21,4,94,77,26,0,1,7,94.0,374.0,5,6,8,3,3,3,8,91,2019-01-07,2022-08-22,130,1664,3796.21,2,5,4,11,Loyal
32,1,3,0,54,5786.05,10,77,24,10,2,3,5,71.0,823.0,5,3,3,4,3,5,7,907,2019-01-07,2022-11-24,36,540,5786.05,4,4,5,13,Loyal
66,1,2,1,22,1056.44,19,92,11,30,1,5,7,2.0,208.0,16,14,18,84,9,5,3,607,2019-01-01,2022-12-15,15,660,1056.44,5,4,1,10,Loyal
66,1,2,1,22,2934.3399999999997,9,51,15,2,1,5,4,225.0,966.0,10,18,15,63,18,15,7,568,2019-02-13,2022-12-27,3,44,2934.3399999999997,5,1,3,9,At_Risk
37,0,0,0,15,539.37,4,32,66,25,0,5,6,371.0,32.0,3,2,2,4,6,9,7,131,2020-09-11,2022-01-29,335,375,539.37,1,3,1,5,Lost
62,1,8,0,9,349.18,6,23,70,12,1,3,8,61.0,394.0,0,1,0,7,15,13,15,671,2021-02-04,2021-02-04,694,108,349.18,1,1,1,3,Lost
39,0,3,0,7,1364.0,16,24,87,24,0,5,5,31.0,226.0,2,2,0,10,17,12,14,616,2019-10-05,2022-12-22,8,168,1364.0,5,2,2,9,At_Risk
61,1,7,0,30,3360.71,6,25,95,17,2,5,10,355.0,128.0,1,1,0,7,13,15,17,68,2019-11-15,2022-03-13,292,510,3360.71,1,4,4,9,At_Risk
43,1,6,1,25,2460.62,17,14,77,8,1,5,10,358.0,82.0,0,2,1,8,0,2,0,63,2020-03-20,2022-07-10,173,200,2460.62,2,2,3,7,At_Risk
18,1,2,1,3,22.92,7,34,13,25,0,3,7,443.0,234.0,12,7,6,43,21,11,14,925,2019-01-20,2022-12-16,14,75,22.92,5,1,1,7,At_Risk
63,1,8,0,5,892.19,13,38,80,12,0,2,7,354.0,182.0,0,1,1,13,7,17,14,837,2020-10-16,2022-08-29,123,60,892.19,2,1,1,4,Lost
47,1,3,1,47,4149.59,1,78,13,21,0,5,5,11.0,969.0,8,11,14,92,7,8,7,350,2019-02-23,2022-12-04,26,987,4149.59,4,5,4,13,Loyal
26,0,5,0,59,4126.39,12,26,23,6,2,1,9,21.0,255.0,6,8,5,7,1,8,1,24,2019-09-07,2022-01-28,336,354,4126.39,1,3,4,8,At_Risk
41,0,2,0,23,1459.8300000000002,3,33,38,14,0,2,4,52.0,786.0,5,3,2,9,14,8,3,112,2019-06-13,2022-09-03,118,322,1459.8300000000002,2,3,2,7,At_Risk
52,0,5,0,47,4056.09,11,17,87,15,0,4,9,315.0,617.0,7,4,6,10,11,13,10,3,2019-02-17,2022-11-23,37,705,4056.09,4,4,4,12,Loyal
26,0,3,0,27,2779.2400000000002,5,25,68,8,2,3,6,831.0,2.0,6,2,4,10,4,3,4,109,2019-09-17,2022-12-01,29,216,2779.2400000000002,4,2,3,9,At_Risk
32,0,2,1,42,2357.6,11,46,15,3,0,1,2,71.0,564.0,15,19,19,91,12,13,13,303,2019-02-28,2022-12-14,16,126,2357.6,5,2,3,10,Loyal
34,0,2,0,38,5648.19,4,94,86,12,0,3,7,119.0,135.0,3,3,8,7,11,11,11,229,2019-09-16,2022-12-24,6,456,5648.19,5,3,5,13,Loyal
46,0,9,0,37,3637.48,18,98,33,3,0,1,9,187.0,50.0,1,1,0,10,2,3,3,322,2020-07-24,2021-08-31,486,111,3637.48,1,2,4,7,At_Risk
45,0,3,1,20,1644.3,13,1,35,5,1,2,10,93.0,288.0,5,6,6,42,16,13,18,293,2019-02-20,2022-10-28,63,100,1644.3,3,1,2,6,At_Risk
30,0,6,0,16,2841.94,11,12,41,27,1,1,7,103.0,433.0,6,8,4,6,14,10,12,129,2019-05-15,2022-09-09,112,432,2841.94,2,3,3,8,At_Risk
41,0,3,1,39,2681.24,8,46,33,6,0,2,7,8.0,105.0,9,16,5,21,5,5,5,85,2019-04-07,2022-12-21,9,234,2681.24,5,2,3,10,Loyal
36,0,3,0,3,655.66,17,49,24,23,2,2,2,34.0,459.0,1,2,2,8,5,8,6,68,2019-11-12,2021-09-19,467,69,655.66,1,1,1,3,Lost
60,0,6,0,29,3634.33,14,43,35,15,0,2,7,37.0,530.0,1,1,1,15,2,7,5,904,2022-01-13,2022-10-15,76,435,3634.33,3,3,4,10,Loyal
56,0,3,1,29,3170.23,19,1,33,11,1,5,9,11.0,129.0,5,9,14,66,1,0,0,633,2019-01-02,2022-10-24,67,319,3170.23,3,3,3,9,At_Risk
30,1,6,0,37,3429.57,5,52,65,18,0,5,5,113.0,243.0,1,6,3,10,11,3,7,742,2019-07-13,2021-11-23,402,666,3429.57,1,4,4,9,At_Risk
64,1,1,1,17,1508.01,0,32,25,2,1,5,6,431.0,735.0,2,3,3,58,12,12,5,110,2019-10-06,2022-07-02,181,34,1508.01,2,1,2,5,Lost
28,0,1,0,7,1100.93,3,37,23,24,0,3,7,45.0,92.0,0,3,0,11,10,6,9,65,2019-01-14,2021-03-05,665,168,1100.93,1,2,1,4,Lost
63,0,0,1,46,3657.39,15,24,21,20,2,4,6,9.0,531.0,9,7,13,91,3,1,6,928,2019-01-02,2022-12-07,23,920,3657.39,4,5,4,13,Loyal
58,0,2,1,24,2298.69,19,68,32,27,1,5,7,0.0,178.0,6,11,6,45,8,5,11,184,2019-02-05,2022-11-01,59,648,2298.69,3,4,3,10,Loyal
48,0,3,1,14,2160.2,18,23,13,29,2,3,1,16.0,34.0,7,10,17,85,20,8,19,169,2019-01-21,2022-12-12,18,406,2160.2,4,3,2,9,At_Risk
36,0,0,1,28,3783.6800000000003,19,93,29,21,0,3,8,27.0,853.0,5,3,5,44,7,3,4,53,2019-01-04,2022-12-11,19,588,3783.6800000000003,4,4,4,12,Loyal
46,0,0,1,53,4875.87,7,17,27,12,1,4,1,6.0,21.0,12,8,18,55,3,1,4,117,2019-01-23,2022-11-19,41,636,4875.87,4,4,5,13,Loyal
32,1,0,1,26,2659.4700000000003,9,83,27,23,0,3,2,50.0,61.0,14,19,16,76,9,4,4,22,2019-01-20,2022-12-08,22,598,2659.4700000000003,4,4,3,11,Loyal
50,1,0,1,19,2617.25,8,59,10,9,1,5,4,3.0,197.0,11,19,16,82,10,2,5,654,2019-01-30,2022-12-20,10,171,2617.25,5,2,3,10,Loyal
54,0,6,0,6,624.98,6,16,75,1,0,2,10,31.0,945.0,7,8,2,6,8,12,8,122,2019-01-14,2022-11-28,32,6,624.98,4,1,1,6,At_Risk
56,1,1,1,53,3731.0499999999997,12,80,22,22,0,5,8,11.0,1285.0,17,14,12,76,3,5,3,234,2019-01-01,2022-11-24,36,1166,3731.0499999999997,4,5,4,13,Loyal
27,0,3,1,12,1885.1100000000001,3,68,17,29,1,4,2,5.0,38.0,13,10,14,51,6,7,12,239,2019-01-17,2022-11-24,36,348,1885.1100000000001,4,3,2,9,At_Risk
69,1,3,1,4,864.74,19,83,9,28,1,4,7,19.0,5.0,18,26,12,101,9,10,13,376,2019-01-02,2022-12-19,11,112,864.74,5,2,1,8,At_Risk
30,1,1,0,16,62.4,6,86,28,15,1,2,6,128.0,779.0,2,1,0,9,10,8,5,137,2019-02-02,2020-09-25,826,240,62.4,1,2,1,4,Lost
44,0,2,1,46,5149.38,4,28,17,5,1,1,1,28.0,452.0,12,13,10,55,4,6,4,108,2019-02-25,2022-11-01,59,230,5149.38,3,2,5,10,Loyal
39,1,0,1,37,4703.53,1,49,8,28,1,3,2,582.0,174.0,4,6,4,82,12,14,7,625,2019-07-17,2022-07-06,177,1036,4703.53,2,5,5,12,Loyal
29,0,2,1,17,3399.28,14,25,14,17,2,4,3,35.0,103.0,6,6,2,92,6,12,20,788,2019-02-17,2022-12-29,1,289,3399.28,5,3,4,12,Loyal
56,0,6,0,15,1009.3100000000001,14,40,31,5,0,1,1,0.0,32.0,7,6,5,3,7,6,6,1064,2019-01-18,2022-11-22,38,75,1009.3100000000001,4,1,1,6,At_Risk
42,0,6,0,19,1093.9,18,94,102,16,2,5,2,68.0,90.0,7,4,6,6,17,17,16,187,2019-01-10,2022-12-24,6,304,1093.9,5,3,1,9,At_Risk
38,0,1,1,30,3506.7599999999998,19,97,24,22,2,5,5,175.0,757.0,6,9,5,48,10,24,16,581,2019-08-13,2022-11-24,36,660,3506.7599999999998,4,4,4,12,Loyal
44,0,1,0,34,3633.17,7,53,93,3,2,1,9,35.0,166.0,6,7,4,6,20,13,17,111,2019-03-21,2022-11-22,38,102,3633.17,4,1,4,9,At_Risk
23,0,3,1,5,592.58,12,4,29,24,1,3,4,20.0,64.0,5,8,6,69,4,2,6,139,2019-04-30,2022-11-30,30,120,592.58,4,2,1,7,At_Risk
19,0,2,0,20,1622.49,0,21,98,29,2,5,5,61.0,1193.0,5,5,2,9,7,9,6,66,2019-06-01,2022-10-15,76,580,1622.49,3,4,2,9,At_Risk
33,1,9,0,8,777.94,9,60,100,14,0,2,8,153.0,2.0,2,2,3,4,13,9,8,707,2019-07-06,2022-05-10,234,112,777.94,1,2,1,4,Lost
61,0,5,0,16,1073.99,13,11,10,16,2,2,2,97.0,638.0,6,6,5,4,14,10,9,130,2019-01-21,2022-05-30,214,256,1073.99,1,2,1,4,Lost
59,1,2,1,53,4755.59,10,67,27,14,2,1,7,433.0,242.0,23,19,17,56,8,6,6,230,2019-01-05,2022-12-12,18,742,4755.59,4,4,5,13,Loyal
69,1,5,0,44,4357.74,14,11,68,13,2,3,6,119.0,132.0,5,7,2,11,10,6,5,937,2019-08-05,2022-06-06,207,572,4357.74,1,4,5,10,Loyal
37,0,2,1,4,640.37,16,15,19,22,1,5,9,12.0,2.0,11,4,13,74,8,8,8,250,2019-01-10,2022-12-18,12,88,640.37,5,1,1,7,At_Risk
36,0,2,1,10,1088.83,16,69,17,22,0,3,6,493.0,312.0,19,18,16,51,11,7,4,584,2019-01-09,2022-12-13,17,220,1088.83,5,2,1,8,At_Risk
26,0,5,1,19,1663.35,17,31,1,26,2,4,2,398.0,157.0,3,1,1,9,4,4,4,142,2020-08-16,2022-10-18,73,494,1663.35,3,4,2,9,At_Risk
38,1,2,0,20,2762.3,13,13,4,29,0,1,5,10.0,76.0,8,5,6,4,0,1,2,212,2019-01-21,2022-12-05,25,580,2762.3,4,4,3,11,Loyal
58,0,0,0,29,4397.72,5,44,89,30,1,3,5,341.0,303.0,5,7,5,7,12,11,11,501,2019-02-03,2022-11-13,47,870,4397.72,3,5,5,13,Loyal
42,1,6,0,16,1415.1,18,14,23,1,2,3,10,11.0,81.0,1,5,0,6,7,6,6,218,2019-01-31,2020-11-29,761,16,1415.1,1,1,2,4,Lost
45,0,1,1,21,2143.72,0,72,19,29,0,3,4,23.0,124.0,14,22,18,78,13,11,22,173,2019-01-26,2022-08-28,124,609,2143.72,2,4,2,8,At_Risk
26,0,3,1,43,2761.35,3,59,35,23,2,4,6,67.0,203.0,15,20,24,67,2,1,3,524,2019-03-08,2022-12-14,16,989,2761.35,5,5,3,13,Loyal
45,0,3,0,57,5675.01,13,50,59,11,1,1,10,2.0,33.0,2,0,2,4,2,3,2,65,2019-07-18,2021-07-16,532,627,5675.01,1,4,5,10,Loyal
33,0,0,1,31,1898.5,19,43,34,5,1,5,5,54.0,63.0,8,10,16,62,8,10,15,245,2019-01-30,2022-09-17,104,155,1898.5,2,2,2,6,At_Risk
68,1,1,0,11,818.6700000000001,6,95,51,21,1,5,6,8.0,671.0,7,1,6,9,3,4,3,675,2019-05-10,2022-11-23,37,231,818.6700000000001,4,2,1,7,At_Risk
52,0,5,0,40,4592.1,7,67,102,25,2,2,1,601.0,71.0,1,6,5,7,13,11,13,276,2019-06-09,2022-08-15,137,1000,4592.1,2,5,5,12,Loyal
39,0,1,1,11,573.2,1,49,16,24,2,2,8,72.0,864.0,8,6,10,59,5,5,5,593,2019-02-14,2022-09-10,111,264,573.2,2,3,1,6,At_Risk
38,1,1,0,42,2284.7000000000003,6,83,16,27,2,2,1,183.0,548.0,3,9,4,8,7,12,10,41,2019-02-19,2022-12-20,10,1134,2284.7000000000003,5,5,3,13,Loyal
19,0,1,1,53,3381.7,8,6,29,15,2,3,2,126.0,111.0,6,7,4,73,11,12,12,605,2019-01-10,2022-07-04,179,795,3381.7,2,4,4,10,Loyal
41,0,2,1,68,3977.39,15,1,16,29,2,4,1,66.0,138.0,2,1,2,75,17,21,6,234,2019-01-24,2021-06-12,566,1972,3977.39,1,5,4,10,Loyal
43,0,0,1,37,3507.29,1,71,9,3,1,2,5,210.0,403.0,18,13,14,72,8,11,12,299,2019-02-10,2022-12-25,5,111,3507.29,5,2,4,11,Loyal
33,0,3,1,34,3014.9900000000002,10,26,8,14,1,1,5,4.0,262.0,12,14,12,72,11,9,12,27,2019-04-15,2022-11-12,48,476,3014.9900000000002,3,4,3,10,Loyal
19,0,7,1,26,3748.55,4,66,40,1,2,5,5,308.0,415.0,0,1,0,5,13,17,13,277,2021-02-28,2021-02-28,670,26,3748.55,1,1,4,6,At_Risk
19,0,2,1,46,6483.16,6,70,24,22,1,3,9,192.0,817.0,14,21,14,32,18,11,13,51,2019-01-06,2022-12-16,14,1012,6483.16,5,5,5,15,Premium
40,1,9,0,25,1680.46,19,34,81,15,1,4,5,7.0,880.0,5,6,3,11,15,12,16,287,2019-01-13,2022-08-12,140,375,1680.46,2,3,2,7,At_Risk
46,0,1,0,42,3551.66,3,70,59,30,2,5,1,139.0,620.0,2,5,5,2,3,7,8,1,2019-08-25,2022-12-08,22,1260,3551.66,4,5,4,13,Loyal
35,1,8,0,43,4668.28,13,81,79,17,0,4,9,376.0,315.0,9,6,2,5,2,2,5,176,2019-01-28,2022-12-25,5,731,4668.28,5,4,5,14,Premium
52,0,0,1,15,2386.55,4,30,25,19,1,5,7,2.0,870.0,21,19,7,70,1,5,2,413,2019-01-31,2022-12-27,3,285,2386.55,5,3,3,11,Loyal
57,1,7,0,25,2098.07,18,39,23,2,1,1,4,20.0,334.0,4,12,2,11,4,4,2,10,2019-06-15,2022-07-30,153,50,2098.07,2,1,2,5,Lost
49,1,2,1,9,137.35,9,30,10,24,1,3,1,166.0,145.0,13,16,23,52,14,24,10,74,2019-03-14,2022-12-13,17,216,137.35,5,2,1,8,At_Risk
30,0,2,1,5,914.22,0,4,4,5,1,5,9,359.0,430.0,23,15,15,19,11,19,18,30,2019-01-04,2022-08-21,131,25,914.22,2,1,1,4,Lost
42,1,0,1,9,2393.7799999999997,11,92,7,27,2,1,7,89.0,32.0,0,1,0,55,17,21,9,1008,2021-04-04,2021-04-04,635,243,2393.7799999999997,1,2,3,6,At_Risk
57,0,6,0,40,5821.84,13,34,78,10,1,4,3,166.0,817.0,2,5,3,13,4,4,7,332,2019-04-11,2022-06-22,191,400,5821.84,2,3,5,10,Loyal
47,0,3,0,40,3152.68,7,45,22,7,0,3,7,377.0,46.0,2,1,4,5,9,6,6,33,2019-05-06,2022-07-30,153,280,3152.68,2,3,3,8,At_Risk
38,1,6,0,56,3843.87,16,30,1,15,0,5,9,176.0,42.0,6,10,3,6,2,2,3,231,2019-02-08,2022-10-17,74,840,3843.87,3,5,4,12,Loyal
70,0,1,1,52,4982.8,11,33,9,7,0,3,9,57.0,783.0,9,7,8,70,13,9,7,110,2019-02-02,2022-09-09,112,364,4982.8,2,3,5,10,Loyal
19,1,2,1,6,1389.5,19,73,5,3,2,2,9,658.0,384.0,5,8,5,42,5,1,1,181,2019-01-16,2022-12-26,4,18,1389.5,5,1,2,8,At_Risk
48,1,0,1,13,2279.77,0,46,28,1,0,4,6,193.0,41.0,0,2,2,63,12,12,17,750,2019-12-22,2022-05-28,216,13,2279.77,1,1,3,5,Lost
18,1,0,0,32,2641.13,3,65,6,29,2,3,1,69.0,34.0,3,3,1,2,8,14,10,419,2019-03-25,2022-10-31,60,928,2641.13,3,5,3,11,Loyal
20,0,4,0,5,417.81,9,12,92,10,2,5,7,186.0,527.0,3,2,2,7,9,9,11,118,2020-05-19,2022-11-06,54,50,417.81,3,1,1,5,Lost
56,0,8,0,38,3068.8,0,20,12,4,2,4,5,446.0,796.0,0,3,1,6,5,6,10,32,2019-11-16,2022-03-05,300,152,3068.8,1,2,3,6,At_Risk
65,1,3,1,11,755.08,6,75,31,19,0,2,2,13.0,100.0,20,17,18,70,14,8,7,48,2019-01-01,2022-11-26,34,209,755.08,4,2,1,7,At_Risk
53,1,3,0,19,1413.49,0,11,82,12,1,1,8,147.0,307.0,5,1,5,4,3,2,3,587,2019-01-16,2022-09-16,105,228,1413.49,2,2,2,6,At_Risk
18,1,0,1,53,4038.45,7,31,13,10,0,1,4,101.0,17.0,11,15,12,86,1,0,1,377,2019-01-08,2022-12-21,9,530,4038.45,5,4,4,13,Loyal
29,0,8,0,17,1637.25,7,58,1,25,2,4,2,1.0,189.0,2,7,1,2,5,5,7,192,2019-05-25,2022-08-07,145,425,1637.25,2,3,2,7,At_Risk
33,1,1,0,51,3684.45,11,88,67,8,2,3,6,632.0,114.0,9,4,5,8,3,8,7,1022,2019-01-06,2022-08-21,131,408,3684.45,2,3,4,9,At_Risk
27,1,8,0,4,248.05,16,100,48,22,0,3,5,120.0,869.0,3,1,2,7,2,1,0,604,2019-05-21,2022-12-18,12,88,248.05,5,1,1,7,At_Risk
66,0,2,1,35,3230.48,11,10,9,24,1,5,1,15.0,97.0,10,9,9,99,5,11,10,447,2019-01-31,2022-08-09,143,840,3230.48,2,5,4,11,Loyal
43,0,1,1,40,4099.79,4,9,5,5,0,5,2,216.0,307.0,2,0,2,48,2,3,2,1055,2020-06-29,2022-10-08,83,200,4099.79,3,2,4,9,At_Risk
54,1,0,0,19,2069.45,6,31,64,3,0,2,3,52.0,134.0,3,6,2,4,1,0,0,942,2019-02-26,2022-09-12,109,57,2069.45,2,1,2,5,Lost
43,1,8,0,35,4502.32,3,100,20,14,1,1,2,592.0,87.0,4,3,6,3,6,12,12,1179,2019-02-19,2022-07-15,168,490,4502.32,2,4,5,11,Loyal
54,1,1,0,8,154.78,15,72,41,16,1,5,7,479.0,201.0,3,4,1,15,16,18,12,52,2019-07-05,2022-06-21,192,128,154.78,2,2,1,5,Lost
59,1,7,0,33,2765.62,5,58,23,12,0,2,2,50.0,219.0,4,6,7,12,1,1,1,357,2019-03-16,2022-10-06,85,396,2765.62,3,3,3,9,At_Risk
59,1,1,1,35,2584.97,9,17,15,18,0,1,9,366.0,120.0,3,8,6,71,8,7,11,302,2019-02-01,2022-12-11,19,630,2584.97,4,4,3,11,Loyal
35,1,3,1,15,727.9499999999999,15,67,30,19,1,2,9,359.0,282.0,8,5,5,59,11,9,13,337,2019-02-01,2021-12-06,389,285,727.9499999999999,1,3,1,5,Lost
50,0,1,1,1,823.44,4,30,11,26,2,1,6,248.0,74.0,15,16,15,58,2,5,1,760,2019-01-28,2022-12-23,7,26,823.44,5,1,1,7,At_Risk
41,0,9,0,43,3430.88,16,81,52,19,2,1,9,982.0,90.0,6,7,3,9,7,3,7,27,2019-06-19,2022-12-29,1,817,3430.88,5,5,4,14,Premium
54,1,7,0,37,2971.75,9,3,21,14,2,5,4,10.0,1102.0,2,1,5,11,3,3,2,1190,2019-08-07,2022-12-17,13,518,2971.75,5,4,3,12,Loyal
40,1,7,0,21,1016.18,4,27,27,10,2,4,9,3.0,234.0,5,3,7,5,10,13,17,37,2019-02-24,2022-05-07,237,210,1016.18,1,2,1,4,Lost
22,1,1,0,15,805.26,6,13,23,20,2,5,8,428.0,606.0,3,7,7,8,2,4,0,42,2019-04-06,2022-09-06,115,300,805.26,2,3,1,6,At_Risk
